Term,Overlap,P.value,Adjusted.P.value,Old.P.value,Old.Adjusted.P.value,Odds.Ratio,Combined.Score,Genes,Cluster
Acylglycerol Homeostasis (GO:0055090),2/24,0.00308256240753893,0.0349737636114602,0,0,27.0135685210312,156.192293197393,APOC2;APOE,2
Positive Regulation Of Hydrolase Activity (GO:0051345),4/176,0.00321069321644212,0.0355497236856663,0,0,7.06940966010733,40.5873783580555,CTSL;PSAP;CTSS;TGM2,2
Extracellular Matrix Organization (GO:0030198),4/176,0.00321069321644212,0.0355497236856663,0,0,7.06940966010733,40.5873783580555,MMP12;CAPG;TGFBI;CTSS,2
Negative Regulation Of Protein Transport (GO:0051224),2/25,0.0033431691568994,0.0357257295697335,0,0,25.8377676833225,147.296878041843,SNX3;APOE,2
Regulation Of Monocyte Chemotaxis (GO:0090025),2/25,0.0033431691568994,0.0357257295697335,0,0,25.8377676833225,147.296878041843,LYN;PLA2G7,2
Negative Regulation Of Cytokine Production (GO:0001818),4/178,0.00334321299564426,0.0357257295697335,0,0,6.98744473916888,39.834185398346,SRGN;TYROBP;GPNMB;LAPTM5,2
Regulation Of Type II Interferon Production (GO:0032649),3/87,0.00338652589468572,0.0357726126116802,0,0,10.7397186147186,61.0869899360714,LAPTM5;CD14;HLA-DPA1,2
Negative Regulation Of Neuron Death (GO:1901215),3/88,0.00349746729938551,0.036494641926857,0,0,10.6128342245989,60.0231784644956,GRN;GPNMB;APOE,2
Negative Regulation Of Lipid Metabolic Process (GO:0045833),2/26,0.00361372406457452,0.036494641926857,0,0,24.7599502487562,139.225607340287,APOC2;APOC1,2
Regulation Of Fatty Acid Biosynthetic Process (GO:0042304),2/26,0.00361372406457452,0.036494641926857,0,0,24.7599502487562,139.225607340287,APOC2;APOC1,2
Negative Regulation Of Receptor-Mediated Endocytosis (GO:0048261),2/26,0.00361372406457452,0.036494641926857,0,0,24.7599502487562,139.225607340287,APOC2;APOC1,2
Positive Regulation Of Neuron Projection Development (GO:0010976),3/92,0.00396340569561867,0.0395909764594952,0,0,10.1338100102145,56.0465725387638,SNX3;LYN;APOE,2
Apoptotic Cell Clearance (GO:0043277),2/28,0.00418439985127567,0.04079796404514,0,0,22.8530424799082,125.15221878495,TYROBP;TGM2,2
Cellular Response To Hormone Stimulus (GO:0032870),3/94,0.00420986393551384,0.04079796404514,0,0,9.91008991008991,54.2114121034584,CTSL;CTSS;CTSB,2
Intracellular Monoatomic Cation Homeostasis (GO:0030003),4/190,0.00421741739313199,0.04079796404514,0,0,6.53267162944582,35.7241260096856,FTH1;HMOX1;CYB561A3;FTL,2
Regulation Of Defense Response (GO:0031347),3/97,0.00459669875098094,0.0440038140849113,0,0,9.59235976789168,51.6300792868325,GRN;APOE;SAMHD1,2
Regulation Of Vasculature Development (GO:1901342),2/30,0.00479403625548916,0.0449563195795361,0,0,21.2185501066098,113.31517536895,GPNMB;HMOX1,2
Innate Immune Response Activating Cell Surface Receptor Signaling Pathway (GO:0002220),2/30,0.00479403625548916,0.0449563195795361,0,0,21.2185501066098,113.31517536895,LYN;TYROBP,2
Regulation Of Long-Term Synaptic Potentiation (GO:1900271),2/31,0.00511329323709684,0.04699116484892,0,0,20.4858466289243,108.081516136767,TYROBP;APOE,2
Triglyceride Homeostasis (GO:0070328),2/31,0.00511329323709684,0.04699116484892,0,0,20.4858466289243,108.081516136767,APOC2;APOE,2
Lysosomal Transport (GO:0007041),3/105,0.00573111640473348,0.0520797739063837,0,0,8.83645276292335,45.6123989129325,GRN;PSAP;LAPTM5,2
Glycolipid Metabolic Process (GO:0006664),2/33,0.0057803448731786,0.0520797739063837,0,0,19.1622532498796,98.7486850607751,GM2A;FUCA1,2
Positive Regulation Of T Cell Activation (GO:0050870),3/107,0.00603857905901605,0.0538781956819005,0,0,8.66564685314685,44.2778726065201,HLA-DMB;HLA-DRA;HLA-DPA1,2
Macrophage Activation (GO:0042116),2/35,0.00648499754948315,0.0573049302689906,0,0,17.9990954319313,90.6841916510007,C1QA;ITGB2,2
Negative Regulation Of Inflammatory Response (GO:0050728),3/111,0.00668271053942584,0.0584896284355462,0,0,8.34301346801347,41.7837437261111,LYN;GRN;APOE,2
Negative Regulation Of Smooth Muscle Cell Proliferation (GO:0048662),2/37,0.00722671699242012,0.0620687188414401,0,0,16.9688699360341,83.6560269677748,HMOX1;APOE,2
Positive Regulation Of Immune Effector Process (GO:0002699),2/37,0.00722671699242012,0.0620687188414401,0,0,16.9688699360341,83.6560269677748,HLA-DMB;HLA-DRA,2
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),3/117,0.00772304654044892,0.065102401729118,0,0,7.90151515151515,38.4293852789165,CD14;VIM;CD68,2
Protein Processing (GO:0016485),3/117,0.00772304654044892,0.065102401729118,0,0,7.90151515151515,38.4293852789165,SRGN;CTSL;CTSS,2
Positive Regulation Of Cell Projection Organization (GO:0031346),3/118,0.00790519802477962,0.065102401729118,0,0,7.83241106719368,37.910708286856,SNX3;LYN;APOE,2
Cellular Response To Lipid (GO:0071396),4/228,0.00797583913842803,0.065102401729118,0,0,5.41401098901099,26.1569192689634,LYN;CD14;VIM;CD68,2
Regulation Of Receptor-Mediated Endocytosis (GO:0048259),2/39,0.008004974314897,0.065102401729118,0,0,16.0500201694232,77.4845562375616,APOC2;APOC1,2
Positive Regulation Of Lipid Biosynthetic Process (GO:0046889),2/39,0.008004974314897,0.065102401729118,0,0,16.0500201694232,77.4845562375616,APOC2;APOE,2
Receptor-Mediated Endocytosis (GO:0006898),3/122,0.00865913635599508,0.0692725389187327,0,0,7.56760886172651,35.9396361390866,CTSL;ITGB2;APOE,2
Regulation Of Chemokine Production (GO:0032642),2/41,0.00881924597768414,0.0692725389187327,0,0,15.2254114045159,72.0286640735087,CD74;HMOX1,2
Negative Regulation Of Proteolysis (GO:0045861),2/41,0.00881924597768414,0.0692725389187327,0,0,15.2254114045159,72.0286640735087,TIMP2;CTSB,2
Acylglycerol Metabolic Process (GO:0006639),2/41,0.00881924597768414,0.0692725389187327,0,0,15.2254114045159,72.0286640735087,APOC1;APOE,2
Positive Regulation Of Intracellular Signal Transduction (GO:1902533),6/525,0.00943907505791313,0.0735127964256116,0,0,3.56216166620791,16.6099939613028,LYN;CD74;LAPTM5;HMOX1;LITAF;TGM2,2
Regulation Of Primary Metabolic Process (GO:0080090),2/43,0.00966901373244494,0.0743070178407676,0,0,14.4812522752093,67.17605253596,PSAP;APOE,2
Negative Regulation Of Cell Population Proliferation (GO:0008285),5/379,0.00992976947832326,0.0743070178407676,0,0,4.08526905080214,18.8421515157649,LYN;GPNMB;FTH1;HMOX1;APOE,2
Regulation Of ERK1 And ERK2 Cascade (GO:0070372),4/244,0.0100596162684729,0.0743070178407676,0,0,5.04897435897436,23.2213754544537,LYN;CD74;GPNMB;APOE,2
Negative Regulation Of Immune System Process (GO:0002683),2/44,0.0101070481285048,0.0743070178407676,0,0,14.135749822317,64.9470172770087,LYN;HMOX1,2
Regulation Of Viral Entry Into Host Cell (GO:0046596),2/44,0.0101070481285048,0.0743070178407676,0,0,14.135749822317,64.9470172770087,SNX3;CD74,2
Positive Regulation Of Biosynthetic Process (GO:0009891),2/44,0.0101070481285048,0.0743070178407676,0,0,14.135749822317,64.9470172770087,APOE;VIM,2
Positive Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001961),2/44,0.0101070481285048,0.0743070178407676,0,0,14.135749822317,64.9470172770087,CD74;LAPTM5,2
Positive Regulation Of Programmed Cell Death (GO:0043068),4/245,0.0102004787071954,0.0743987296183535,0,0,5.02776891158634,23.0539325016821,LAPTM5;CTSD;TGM2;GADD45G,2
Negative Regulation Of Cellular Process (GO:0048523),6/537,0.0104756518810233,0.0746069973174341,0,0,3.47950856425433,15.8620412000385,LYN;ADAMDEC1;GPNMB;FTH1;TGFBI;HOPX,2
Synapse Organization (GO:0050808),3/131,0.0105056777695533,0.0746069973174341,0,0,7.03231534090909,32.0380995003018,C1QB;C1QA;C1QC,2
Triglyceride Metabolic Process (GO:0006641),2/45,0.0105537645824444,0.0746069973174341,0,0,13.8063172509545,62.8363141049501,APOC1;APOE,2
Regulation Of Apoptotic Signaling Pathway (GO:2001233),2/45,0.0105537645824444,0.0746069973174341,0,0,13.8063172509545,62.8363141049501,CTSL;CTSS,2
Regulation Of Fibroblast Proliferation (GO:0048145),2/46,0.0110090997812215,0.0766466871132012,0,0,13.4918588873813,60.8352382407309,CD74;FTH1,2
Vacuolar Transport (GO:0007034),2/46,0.0110090997812215,0.0766466871132012,0,0,13.4918588873813,60.8352382407309,GRN;PSAP,2
Cellular Defense Response (GO:0006968),2/48,0.0119453747754556,0.0819238762585349,0,0,12.9039584685269,57.1311292621071,TYROBP;LSP1,2
Positive Regulation Of Reactive Oxygen Species Metabolic Process (GO:2000379),2/48,0.0119453747754556,0.0819238762585349,0,0,12.9039584685269,57.1311292621071,TYROBP;ITGB2,2
Negative Regulation Of T Cell Activation (GO:0050868),2/49,0.0124261895535353,0.0845901348125849,0,0,12.6287710384249,55.4144029066289,GPNMB;LAPTM5,2
Cellular Response To Oxygen-Containing Compound (GO:1901701),5/406,0.0130728172448712,0.0883376400590929,0,0,3.80494077306733,16.5028660723978,LYN;CD14;VIM;CD68;TGM2,2
Regulation Of Protein Phosphorylation (GO:0001932),4/265,0.0132914608296896,0.0883553262252848,0,0,4.63778367226643,20.038163466907,LYN;CD74;GPNMB;ITGB2,2
Positive Regulation Of Leukocyte Mediated Cytotoxicity (GO:0001912),2/51,0.0134128635161965,0.0883553262252848,0,0,12.1120925982333,52.2217846639774,TYROBP;HLA-DRA,2
Negative Regulation Of MAP Kinase Activity (GO:0043407),2/51,0.0134128635161965,0.0883553262252848,0,0,12.1120925982333,52.2217846639774,LYN;APOE,2
Positive Regulation Of Signal Transduction (GO:0009967),4/266,0.0134600061714253,0.0883553262252848,0,0,4.61984732824427,19.9024524178572,CD63;CD74;CTSL;CTSS,2
Negative Regulation Of Innate Immune Response (GO:0045824),2/52,0.0139185995903711,0.0907176810180922,0,0,11.8692537313433,50.7354720518067,GRN;SAMHD1,2
Positive Regulation Of Cellular Catabolic Process (GO:0031331),3/146,0.0140556104358766,0.0909655351448632,0,0,6.28989192625556,26.8247137126965,APOC2;LAPTM5;APOE,2
Negative Regulation Of Metabolic Process (GO:0009892),2/53,0.0144325201711686,0.0914723174986478,0,0,11.6359379572725,49.3162615834763,APOC2;APOC1,2
Carboxylic Acid Transport (GO:0046942),2/53,0.0144325201711686,0.0914723174986478,0,0,11.6359379572725,49.3162615834763,PSAP;SLC16A3,2
Positive Regulation Of Chemokine Production (GO:0032722),2/53,0.0144325201711686,0.0914723174986478,0,0,11.6359379572725,49.3162615834763,CD74;HMOX1,2
Negative Regulation Of Protein Catabolic Process (GO:0042177),2/54,0.0149545644899604,0.0934914609950588,0,0,11.4115958668197,47.9599556774216,SNX3;TIMP2,2
Regulation Of Smooth Muscle Cell Proliferation (GO:0048660),2/54,0.0149545644899604,0.0934914609950588,0,0,11.4115958668197,47.9599556774216,HMOX1;APOE,2
Pattern Recognition Receptor Signaling Pathway (GO:0002221),2/56,0.016022782801093,0.0948504731355172,0,0,10.9878385848535,45.4209079168642,CD14;CTSS,2
Regulation Of Phagocytosis (GO:0050764),2/58,0.0171227745483908,0.0948504731355172,0,0,10.5943496801706,43.0908842756189,SNX3;TGM2,2
Positive Regulation Of Type II Interferon Production (GO:0032729),2/58,0.0171227745483908,0.0948504731355172,0,0,10.5943496801706,43.0908842756189,CD14;HLA-DPA1,2
Negative Regulation Of Endoplasmic Reticulum Calcium Ion Concentration (GO:0032471),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,TGM2,2
Regulation Of Endothelial Cell-Matrix Adhesion Via Fibronectin (GO:1904904),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,MMP12,2
Negative Regulation Of Lipoprotein Lipase Activity (GO:0051005),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,APOC1,2
His-Purkinje System Development (GO:0003164),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,HOPX,2
Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,LYN,2
Regulation Of Neutrophil Activation (GO:1902563),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,GRN,2
"Positive Regulation Of CD4-positive, CD25-positive, Alpha-Beta Regulatory T Cell Differentiation (GO:0032831)",1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,HLA-DRA,2
Regulation Of Type 2 Immune Response (GO:0002828),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,CD74,2
Regulation Of Very-Low-Density Lipoprotein Particle Remodeling (GO:0010901),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,APOC2,2
Glycolipid Transport (GO:0046836),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,PSAP,2
Inflammatory Response To Wounding (GO:0090594),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,HMOX1,2
Interleukin-5-Mediated Signaling Pathway (GO:0038043),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,LYN,2
Isoleucine Metabolic Process (GO:0006549),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,SDS,2
Leukocyte Apoptotic Process (GO:0071887),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,CTSL,2
Purine Deoxyribonucleotide Catabolic Process (GO:0009155),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,SAMHD1,2
Regulation Of T Cell Activation Via T Cell Receptor Contact With Antigen Bound To MHC Molecule On Antigen Presenting Cell (GO:2001188),1/5,0.01713294726931,0.0948504731355172,0,0,73.2610294117647,297.934432634127,HLA-DMB,2
Response To Lipopolysaccharide (GO:0032496),3/159,0.017620109688926,0.0967290943530264,0,0,5.76194638694639,23.2708560365286,CD14;VIM;CD68,2
Regulation Of Type I Interferon Production (GO:0032479),2/59,0.0176845368120344,0.0967290943530264,0,0,10.407960199005,41.9967922534141,TYROBP;CD14,2
Negative Regulation Of Peptidase Activity (GO:0010466),2/60,0.0182540646638675,0.0967290943530264,0,0,10.2279979413278,40.9464345733815,TIMP2;CTSB,2
Positive Regulation Of Interleukin-8 Production (GO:0032757),2/61,0.0188312994871132,0.0967290943530264,0,0,10.0541360991652,39.9373905755653,CD74;CD14,2
Positive Regulation Of Apoptotic Signaling Pathway (GO:2001235),2/62,0.0194161829566514,0.0967290943530264,0,0,9.88606965174129,38.9674105026706,CTSL;CTSS,2
DNA Strand Resection Involved In Replication Fork Processing (GO:0110025),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,SAMHD1,2
Negative Regulation Of Lipoprotein Particle Clearance (GO:0010985),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOC2,2
Negative Regulation Of Membrane Protein Ectodomain Proteolysis (GO:0051045),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TIMP2,2
Regulation Of Metallopeptidase Activity (GO:1905048),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TIMP2,2
Antigen Processing And Presentation Of Exogenous Peptide Antigen Via MHC Class I (GO:0042590),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,IFI30,2
Regulation Of Osteoclast Development (GO:2001204),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TYROBP,2
Bleb Assembly (GO:0032060),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,EMP3,2
Nucleotide Catabolic Process (GO:0009166),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,SAMHD1,2
Regulation Of Prostaglandin Biosynthetic Process (GO:0031392),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,CD74,2
Cellular Response To Monoamine Stimulus (GO:0071868),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TGM2,2
Regulation Of Transforming Growth Factor Beta1 Production (GO:0032908),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TYROBP,2
Cholesterol Catabolic Process (GO:0006707),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOE,2
Positive Regulation Of Amyloid-Beta Clearance (GO:1900223),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOE,2
Positive Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902961),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,LYN,2
Response To Cocaine (GO:0042220),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,TGM2,2
Development Of Primary Female Sexual Characteristics (GO:0046545),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,LHFPL2,2
Sterol Catabolic Process (GO:0016127),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOE,2
Positive Regulation Of Lipoprotein Lipase Activity (GO:0051006),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOC2,2
Positive Regulation Of Steroid Metabolic Process (GO:0045940),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOE,2
Positive Regulation Of Triglyceride Catabolic Process (GO:0010898),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,APOC2,2
Positive Regulation Of Unsaturated Fatty Acid Biosynthetic Process (GO:2001280),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,CD74,2
Membrane Invagination (GO:0010324),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,SNX3,2
Regulation Of T-helper Cell Differentiation (GO:0045622),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,HLA-DRA,2
Regulation Of Antigen Receptor-Mediated Signaling Pathway (GO:0050854),1/6,0.0205246718159305,0.0967290943530264,0,0,58.6058823529412,227.749937710711,LYN,2
Positive Regulation Of T Cell Proliferation (GO:0042102),2/65,0.0212161465390204,0.09947774831306,0,0,9.41388296612177,36.2716228931025,HLA-DMB;HLA-DPA1,2
Response To Reactive Oxygen Species (GO:0000302),2/66,0.0218310473790006,0.0998115776966959,0,0,9.26632462686567,35.438336973133,HMOX1;APOE,2
Positive Regulation Of MAPK Cascade (GO:0043410),4/310,0.0222702829545693,0.0998115776966959,0,0,3.94670688788336,15.0152546120751,CD74;GPNMB;LAPTM5;APOE,2
Regulation Of Neuron Projection Development (GO:0010975),3/174,0.0223043785680366,0.0998115776966959,0,0,5.25252525252525,19.9752078904309,SNX3;LYN;APOE,2
Negative Regulation Of Cellular Catabolic Process (GO:0031330),2/67,0.0224533097382319,0.0998115776966959,0,0,9.12330654420207,34.6349659977225,APOC1;TIMP2,2
Positive Regulation Of I-kappaB kinase/NF-kappaB Signaling (GO:0043123),3/175,0.0226385404913842,0.0998115776966959,0,0,5.22172304439746,19.7804168639266,CD74;HMOX1;LITAF,2
Regulation Of Dopamine Metabolic Process (GO:0042053),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,ITGB2,2
Negative Regulation Of Leukocyte Proliferation (GO:0070664),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,LYN,2
Regulation Of Extent Of Cell Growth (GO:0061387),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,APOE,2
Negative Regulation Of Microglial Cell Activation (GO:1903979),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,GRN,2
Regulation Of Leukocyte Degranulation (GO:0043300),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,LYN,2
Regulation Of Lymphocyte Apoptotic Process (GO:0070228),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,LYN,2
Platelet Activating Factor Metabolic Process (GO:0046469),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,PLA2G7,2
"Positive Regulation Of CD4-positive, Alpha-Beta T Cell Differentiation (GO:0043372)",1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,HLA-DRA,2
Positive Regulation Of CoA-transferase Activity (GO:1905920),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,APOE,2
Sialylation (GO:0097503),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,ST3GAL1,2
Somatic Hypermutation Of Immunoglobulin Genes (GO:0016446),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,SAMHD1,2
Positive Regulation Of Isomerase Activity (GO:0010912),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,ITGB2,2
Glycoside Catabolic Process (GO:0016139),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,FUCA1,2
Growth Hormone Receptor Signaling Pathway Via JAK-STAT (GO:0060397),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,LYN,2
Positive Regulation Of Triglyceride Lipase Activity (GO:0061365),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,APOC2,2
"Regulation Of CD4-positive, Alpha-Beta T Cell Activation (GO:2000514)",1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,HLA-DRA,2
Regulation Of Cdc42 Protein Signal Transduction (GO:0032489),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,APOE,2
Regulation Of CoA-transferase Activity (GO:1905918),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,APOE,2
Regulation Of Apoptotic Cell Clearance (GO:2000425),1/7,0.0239048624297549,0.0998115776966959,0,0,48.8357843137255,182.336868459542,TGM2,2
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),3/179,0.0240025665625352,0.0998115776966959,0,0,5.10201446280992,19.0284451521009,CD74;GPNMB;APOE,2
Cholesterol Homeostasis (GO:0042632),2/72,0.0256730757510352,0.101623468825249,0,0,8.46950959488273,31.0179906242961,APOC2;APOE,2
Negative Regulation Of Catabolic Process (GO:0009895),2/72,0.0256730757510352,0.101623468825249,0,0,8.46950959488273,31.0179906242961,SNX3;APOC1,2
Negative Regulation Of Cell Adhesion (GO:0007162),2/72,0.0256730757510352,0.101623468825249,0,0,8.46950959488273,31.0179906242961,ADAMDEC1;TGFBI,2
Sterol Homeostasis (GO:0055092),2/73,0.026338330133333,0.101623468825249,0,0,8.34980029430313,30.3659690680355,APOC2;APOE,2
Negative Regulation Of Neuron Apoptotic Process (GO:0043524),2/74,0.0270105563679365,0.101623468825249,0,0,8.23341625207297,29.7352093186879,GRN;APOE,2
Regulation Of Defense Response To Bacterium (GO:1900424),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,GRN,2
Regulation Of Dendritic Cell Antigen Processing And Presentation (GO:0002604),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,CD68,2
Negative Regulation Of Lipase Activity (GO:0060192),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,APOC1,2
Regulation Of Fertilization (GO:0080154),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,LHFPL2,2
Alcohol Catabolic Process (GO:0046164),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,APOE,2
Angiotensin Maturation (GO:0002003),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,CTSZ,2
Cellular Response To Hydroxyurea (GO:0072711),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,NSMCE3,2
Cellular Response To Muramyl Dipeptide (GO:0071225),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,VIM,2
Positive Regulation Of Blood Vessel Endothelial Cell Proliferation Involved In Sprouting Angiogenesis (GO:1903589),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,HMOX1,2
Positive Regulation Of Epithelial Cell Proliferation Involved In Wound Healing (GO:0060054),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,MMP12,2
Endosome To Melanosome Transport (GO:0035646),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,CD63,2
Endosome To Pigment Granule Transport (GO:0043485),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,CD63,2
Positive Regulation Of Macrophage Cytokine Production (GO:0060907),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,LAPTM5,2
Positive Regulation Of Memory T Cell Differentiation (GO:0043382),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,HLA-DRA,2
Positive Regulation Of Mitochondrial Calcium Ion Concentration (GO:0051561),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,TGM2,2
Immune Response-Inhibiting Cell Surface Receptor Signaling Pathway (GO:0002767),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,LYN,2
Positive Regulation Of Tumor Necrosis Factor-Mediated Signaling Pathway (GO:1903265),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,LAPTM5,2
Membrane Lipid Catabolic Process (GO:0046466),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,FUCA1,2
Regulation Of Angiotensin Levels In Blood (GO:0002002),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,CTSZ,2
Regulation Of Aspartic-Type Endopeptidase Activity Involved In Amyloid Precursor Protein Catabolic Process (GO:1902959),1/8,0.027273557473831,0.101623468825249,0,0,41.8571428571429,150.76263251514,LYN,2
Endocytosis (GO:0006897),3/189,0.027604166776664,0.101623468825249,0,0,4.8252688172043,17.321694738536,ITGB2;APOE;CD14,2
Positive Regulation Of Interleukin-6 Production (GO:0032755),2/76,0.0283757066011867,0.101623468825249,0,0,8.01008471157725,28.5336991904175,CD74;TYROBP,2
Organonitrogen Compound Catabolic Process (GO:1901565),2/78,0.0297680936992517,0.101623468825249,0,0,7.79850746268657,27.4064362433262,SLC16A3;PLA2G7,2
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760),2/78,0.0297680936992517,0.101623468825249,0,0,7.79850746268657,27.4064362433262,TYROBP;CD14,2
Positive Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903322),2/79,0.0304743670732638,0.101623468825249,0,0,7.69684047295988,26.8686646724611,NSMCE3;LAPTM5,2
Negative Regulation Of Establishment Of Protein Localization (GO:1904950),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,SNX3,2
B Cell Homeostasis (GO:0001782),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Regulation Of Dendritic Cell Apoptotic Process (GO:2000668),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,LYN,2
Negative Regulation Of Leukocyte Migration (GO:0002686),1/9,0.0306307952824743,0.101623468825249,0,0,36.6231617647059,127.659163938903,HMOX1,2
